id,gender,age,aum227,aum306
944,M,19,0.02,0.02
945,M,50,10308.08,9334.97
946,M,36,30503.31,27523.81
947,M,25,1228.37,2413.37
948,M,48,5259.25,545.25
949,M,33,0,0
950,M,31,5058.5,3146.5
951,M,34,943.05,633.82
952,M,41,-9999,-9999
953,M,40,0.34,0.34
954,M,43,366.84,1181.52
955,F,32,7173.67,14.76
956,M,30,6447.3,247.3
957,M,26,8639.38,10934.97
958,M,37,36.18,36.18
959,M,26,980.3,73.85
960,M,28,7806.86,7375.89
961,M,31,1544.64,375.79
962,F,37,556.02,325.37
963,F,41,324026.17,324921.37
964,M,44,7548.56,5551.74
965,M,31,13.12,2208.35
966,F,32,529.66,246.66
967,M,28,26.14,1000.14
968,M,32,51.45,51.45
969,M,47,33362.57,53631.8
970,M,65,2497.8,402.1
971,M,34,202550.24,200524.83
972,M,28,2673.36,1361.82
973,F,50,827675.9,782773.75
974,M,36,45855.45,45349.29
975,M,26,888.65,58.65
976,M,24,1815,945
977,F,32,125.98,951.27
978,M,31,69.81,69.81
979,M,33,22.8,22.8
980,M,26,1000.15,470.18
981,M,33,4378.1,4836.91
982,F,32,241.04,6047.45
983,M,40,103207.09,97518.67
984,M,43,8267.46,20031.29
985,M,23,0,102.1
986,M,26,414.02,174.42
987,F,46,188.42,188.42
988,M,71,164106.64,164059.59
989,M,22,633.09,633.09
990,M,42,32.57,32.57
991,F,22,881.57,2499.06
992,M,42,2888.28,7776.22
993,F,56,75390.26,75403.67
994,M,29,2114.36,14008.02
995,F,31,47.11,42.11
996,M,29,38321.74,34982.01
997,M,33,21898.55,6909.22
998,F,41,187.04,172.54
999,M,28,0,0
1000,M,23,2348.45,1523.4
1001,M,20,10,10.75
1002,M,36,5010.22,13775.22
1003,M,29,78.21,567.95
1004,F,35,1044.83,1044.83
1005,F,36,8108.06,1056.56
1006,M,37,0,0
1007,M,33,2597.57,2587.57
1008,M,23,239.5,176.6
1009,F,40,42.58,105.09
1010,M,21,7296.62,10181.62
1011,M,31,28941.55,23400.51
1012,M,32,22172.44,11896.48
1013,M,33,6616.13,30488.48
1014,M,41,9777.07,9695.07
1015,M,53,2559423.13,2533088.66
1016,M,44,31365.93,41107.19
1017,M,35,25225.06,25144.45
1018,M,25,157.31,183.9
1019,M,45,47273.41,45574.1
1020,M,43,35469.74,35469.74
1021,M,35,1672.9,1004.96
1022,M,47,16517.13,24101.18
1023,M,31,3.58,1018.76
1024,F,34,90349.85,108464.87
1025,F,36,0,0
1026,M,40,208423.63,262157.29
1027,M,35,3649.66,2369.1
1028,M,30,15183.61,899.44
1029,M,31,640.41,80.23
1030,M,33,123.7,79.86
1031,M,23,593.47,3601.74
1032,M,28,347.74,1290.64
1033,M,29,1182.6,420.15
1034,F,26,341731.37,334346.2
1035,M,33,83.65,43.65
1036,F,28,99.1,89.26
1037,M,27,23680.34,31878.63
1038,F,39,20,10
1039,M,27,169.2,0.76
1040,M,29,11.31,5.41
1041,M,52,28074.12,27179.12
1042,M,29,134.43,2158.1
1043,F,28,134995.35,138742.35
1044,M,32,612.31,2157.01
1045,M,40,108118.33,103432.2
1046,M,38,159768.77,159752.78
1047,F,24,7.03,842.94
1048,M,38,2325,2814.58
1049,M,32,283.39,283.39
1050,M,30,76.83,76.83
1051,F,32,2814.01,0.28
1052,M,42,11880.02,3503.12
1053,M,29,0,0
1054,M,25,5680.71,2055.71
1055,F,26,0,0
1056,M,28,26510.09,6953.18
1057,M,39,4701.91,4285.41
1058,M,30,2985.21,5.41
1059,M,56,228.22,17458.49
1060,M,45,47522.07,44816.07
1061,M,32,61664.84,55452.44
1062,M,36,1171.56,1050.93
1063,M,37,18749.76,18750.32
1064,F,40,36435.81,35116.03
1065,M,50,40733.2,52308.42
1066,F,37,14.64,14.64
1067,F,21,260.51,78.61
1068,M,21,316.94,289.14
1069,M,24,1142.22,259.12
1070,F,29,0.24,0.24
1071,F,35,0.44,1075.28
1072,M,27,3462.26,3115.46
1073,M,27,36.37,12.41
1074,M,27,613.46,49.91
1075,M,31,9774.33,3974.55
1076,M,40,2982.69,3088.33
1077,M,22,0.22,0.22
1078,M,42,150527.06,102765.13
1079,M,44,365818.75,525824.18
1080,F,32,14076.28,55550.69
1081,M,34,203.18,1810.17
1082,M,26,119.16,108.16
1083,M,54,24906.03,70959.38
1084,M,21,0,0
1085,M,36,5529.31,985.74
1086,M,31,129.02,33544.02
1087,M,23,0.99,45.11
1088,M,38,2417.66,1287.66
1089,M,22,618.32,575.93
1090,M,39,76.24,103.04
1091,M,42,11942.23,11675.25
1092,M,35,1.05,1.03
1093,F,26,66,2369.73
1094,M,40,10548.52,10448.52
1095,M,31,6.85,6.85
1096,F,45,385.27,262.27
1097,M,36,1266.11,7019.12
1098,M,28,188925.39,180264.64
1099,M,21,143.47,0.67
1100,M,27,1461.4,1373.8
1101,M,30,31803.59,43898.61
1102,M,50,1558009.94,1503225.45
1103,M,36,27016.32,28405.68
1104,F,37,231.32,187.4
1105,M,36,44.55,44.55
1106,M,25,9.99,9.99
1107,M,34,3094.88,9378.16
1108,M,27,1.78,1.78
1109,M,24,8516.35,13465.85
1110,M,31,182.06,14127.12
1111,F,24,14.91,20.24
1112,M,46,1.73,217.73
1113,F,19,546.48,502.26
1114,F,34,217.7,113.9
1115,F,35,44.13,20.13
1116,M,32,762750,764387.79
1117,M,50,2414.05,44.77
1118,M,39,28843.82,28849.42
1119,M,35,16502.84,6502.84
1120,M,36,466.5,1302.21
1121,F,31,3714.64,3197.49
1122,M,26,121.38,37.38
1123,M,48,1504.56,70.76
1124,M,25,1352.24,2.88
1125,M,28,31166.87,30549.06
1126,F,28,114.41,55.41
1127,M,33,5757.38,5573.08
1128,M,47,14435.68,26597.25
1129,M,32,7.26,10245.65
1130,M,37,13904.78,11653.4
1131,M,43,238697.51,238255.07
1132,M,42,7888.53,5993.93
1133,M,27,4976.6,1003.1
1134,M,31,239112.67,239124.5
1135,M,49,3519.97,3508.97
1136,M,34,28720.78,8219.09
1137,M,32,35493.14,61162.62
1138,F,24,1005.15,536.89
1139,M,48,23571.74,2515.27
1140,M,36,381523.45,512698.33
1141,M,40,1802.2,15136.2
1142,M,32,11499.22,10430.64
1143,M,33,584539.62,584539.62
1144,M,20,0.64,291.15
1145,M,27,0.54,9699.32
1146,F,34,50201.79,50226.82
1147,M,24,213705.75,214977.45
1148,F,36,17565.91,17582.79
1149,M,25,2986.22,1436.21
1150,M,27,31.01,108.61
1151,M,32,30071.93,34158.05
1152,M,33,17.75,3168.82
1153,F,26,119.35,3.38
1154,M,44,13575.52,12209.15
1155,M,41,1477.42,7023.86
1156,F,35,1775.56,92.73
1157,M,32,2050.91,3265.04
1158,M,36,1,1
1159,M,31,2269.81,1273.51
1160,M,41,2.07,2.07
1161,M,33,0.46,1.1
1162,M,48,6751.1,6751.1
1163,M,26,0.93,2.93
1164,M,30,15.27,10016.74
1165,M,39,-9999,-9999
1166,M,39,0.46,0.46
1167,M,29,176582.55,200296.68
1168,M,32,0.99,0.99
1169,M,26,5.83,5.79
1170,M,31,0,0
1171,F,28,9.01,264.41
1172,F,36,8915.23,10135.23
1173,F,32,0.06,1309.8
1174,M,44,107490.76,106079.38
1175,M,21,9.08,359.02
1176,M,58,361025.61,357705.81
1177,F,37,5070.55,5070.55
1178,M,43,600,600
1179,M,29,9601.48,9598.98
1180,M,35,121.85,245.98
1181,M,28,9597.73,9602.9
1182,M,38,2613.56,2593.56
1183,M,35,134.13,99.2
1184,F,41,933.05,5933.05
1185,M,29,21.78,1593.53
1186,M,66,16459.65,13067.57
1187,M,37,222957.92,312933.92
1188,M,27,4232.93,3820.3
1189,M,47,3035.04,978.36
1190,F,26,102.18,102.18
1191,F,36,30117.43,27491.84
1192,M,18,29783.45,29457.73
1193,M,25,923.92,2450.55
1194,M,49,9.81,9.81
1195,M,28,20.45,1913.76
1196,M,41,11624.89,1339.39
1197,M,31,6840.48,3232.15
1198,M,62,501256.84,502631.17
1199,F,47,4825.94,100805.61
1200,F,29,7430.56,22409.75
1201,M,30,34.58,0.58
1202,M,39,254280.82,226760.22
1203,F,23,1.62,1.62
1204,M,36,36633.4,14445.83
1205,M,46,21904.45,32297.45
1206,F,26,265.66,255.66
1207,M,29,24493.01,19948.28
1208,M,39,147.7,200.02
1209,M,32,515.54,5.54
1210,M,48,40,40
1211,M,59,27114.69,27073.13
1212,F,28,164974.99,169546.04
1213,M,38,565.13,565.17
1214,M,33,1647.64,1358.44
1215,M,27,17574.16,0.16
1216,M,38,2.07,2.07
1217,M,38,86.75,89.08
1218,M,34,4667.74,6994.22
1219,M,36,46.6,46.6
1220,M,28,0,100.99
1221,M,27,227.09,54.17
1222,M,52,322.96,67.96
1223,M,29,115.64,605.01
1224,M,23,11.77,3251.78
1225,F,27,617.71,187.16
1226,M,32,106.11,598.71
1227,M,44,36.26,3064.8
1228,M,25,253.57,91.26
1229,M,43,2125609.37,2012340.43
1230,M,24,153.09,1233.86
1231,M,33,13147.75,8410.01
1232,M,30,11.95,11.95
1233,M,23,1025.26,91.31
1234,M,31,647.39,3566.38
1235,M,37,53.57,568.69
1236,F,28,483.16,3410.36
1237,M,27,0.13,0.13
1238,M,32,8217.19,8221.56
1239,M,19,0.01,0.01
1240,M,28,882.72,880.72
1241,M,33,294.23,0
1242,F,41,5057846.38,5075787.91
1243,M,29,42.38,42.38
1244,M,43,64.68,64.68
1245,M,32,2,2
1246,M,29,69.7,69.7
1247,M,37,1850.59,1291.16
1248,F,33,245.82,225.82
1249,M,22,28.77,8.77
1250,M,43,16790.17,17083.27
1251,M,38,1821.16,2969.62
1252,M,27,1457.77,577.13
1253,M,52,77761.2,76423.6
1254,M,25,25.1,1.1
1255,M,23,30100,31608.84
1256,M,29,76773.52,76801.1
1257,M,28,41.02,41.02
1258,M,47,5524.15,9410.09
1259,M,26,61668.74,61560.38
1260,M,27,199.49,199.49
1261,M,34,96.26,55.1
1262,M,47,864464.99,759299.88
1263,F,28,99.13,16.54
1264,M,35,357697.58,299833.5
1265,M,52,145937.06,145730.86
1266,M,36,3221.58,3437.12
1267,M,39,1650.24,65.92
1268,M,38,6.79,6.79
1269,M,29,9687.98,4483.97
1270,M,31,103945.72,103945.72
1271,M,25,3.2,1409.38
1272,M,30,0,4234
1273,M,38,300.13,300.13
1274,M,39,55487.6,50494
1275,M,26,31.35,11.35
1276,F,38,1758.69,19180.92
1277,M,30,514.08,13.08
1278,M,37,6282.4,14490.97
1279,M,28,17691.26,709.76
1280,F,47,7301734.56,7327073.08
1281,M,35,0.26,0.26
1282,M,21,891.37,546.68
1283,M,30,970.25,5481.9
1284,M,25,25167.79,25502.96
1285,M,27,1217.16,1217.58
1286,F,30,1513.15,683.15
1287,F,30,445.59,2440
1288,M,32,4315.07,3670.77
1289,M,35,5.02,5.02
1290,M,26,0.87,0.76
1291,M,27,445.07,512.25
1292,M,49,808470.01,805724.55
1293,M,47,136260.19,150263.52
1294,M,59,1300.12,5192.01
1295,M,34,897.38,5329.69
1296,M,18,0.04,573.93
1297,M,47,213.44,213.44
1298,M,35,88040.95,85260.3
1299,M,51,31466.39,31464.46
1300,M,27,68843.85,69007.74
1301,F,51,11473.02,50873.02
1302,M,25,634.84,632.02
1303,M,22,1579.55,761.14
1304,F,29,3812.88,0.88
1305,M,57,81166.16,60696.13
1306,M,35,16560.47,15860.47
1307,M,35,44001.05,41001.05
1308,M,31,232,32
1309,M,30,1.1,177.19
1310,M,32,481.75,209.96
1311,M,23,730.42,3350.39
1312,M,38,9,9
1313,M,30,172.71,608.64
1314,M,25,22597.46,932.4
1315,M,29,1661.24,819.56
1316,M,36,7448.84,6338.34
1317,M,32,2824.98,7315.61
1318,M,33,0.2,0.2
1319,F,21,14.95,14.95
1320,M,45,1428.95,1428.95
1321,M,27,2.65,1.05
1322,M,33,47.99,47.99
1323,F,30,132.46,179.23
1324,M,50,1.59,1.59
1325,F,36,12538.08,2777.08
1326,M,30,824.36,4186.34
1327,M,37,24903.31,24913.39
1328,M,32,3768.56,249.29
1329,M,32,1462.81,79.16
1330,M,29,4.04,256.32
1331,M,30,1116.28,4995.79
1332,F,36,11947.63,32100.15
1333,M,27,1.94,5211.84
1334,M,38,6921.43,31827.32
1335,M,32,1000,800
1336,M,26,0.61,0.61
1337,F,29,18.68,8.17
1338,F,26,26.13,12.13
1339,M,34,774.68,1030.53
1340,M,74,0.1,0.1
1341,F,38,901.73,631.13
1342,M,32,2.32,2.32
1343,M,31,6914.87,6519.49
1344,M,30,6785.1,6424.2
1345,M,21,50194.98,234.14
1346,M,21,2603.87,280.17
1347,M,34,5.07,0
1348,M,34,3739.07,3703.07
1349,F,28,30.39,30.39
1350,M,32,-9999,-9999
1351,F,41,4621.26,1839.12
1352,F,50,207098.6,207098.6
1353,M,36,93767.73,93930.89
1354,M,46,9337.62,9576.08
1355,F,44,136978.75,136968.75
1356,F,31,451.51,2943.5
1357,M,44,1746.41,103.74
1358,M,53,3208.48,272.99
1359,M,24,626.23,626.23
1360,M,35,0,0
1361,F,37,3078.14,4447.47
1362,M,36,968.99,141.69
1363,M,61,51249,56493.95
1364,M,30,2170.92,67768.73
1365,M,33,2542.2,614.39
1366,F,24,58.31,0
1367,M,28,3567.09,3567.09
1368,F,33,425.01,105.11
1369,M,42,15519.14,3354.17
1370,F,45,65256.23,65256.23
1371,M,39,0,0
1372,M,44,8047.65,370.19
1373,M,49,310749.99,308368.57
1374,M,27,67.87,2.87
1375,M,31,272.88,436.81
1376,M,27,1626.18,1170.96
1377,F,51,14417.54,16775.82
1378,M,39,119095.82,188154.36
1379,M,26,460.57,460.57
1380,M,44,1687051.9,1683978.12
1381,M,30,307.9,134.8
1382,M,26,9.45,9.45
1383,M,38,15.58,1370.69
1384,M,35,16.39,16.39
1385,M,39,28.54,28.54
1386,M,49,0,1
1387,F,33,536.98,124.75
1388,M,39,982.04,0
1389,M,61,620575.41,619720.19
1390,M,27,0,0
1391,M,24,5582.22,3800.72
1392,M,37,6148.95,5662.6
1393,M,37,200,2300
1394,M,28,219.26,193.26
1395,M,29,1260.41,2568.07
1396,M,31,168.26,168.26
1397,M,28,242.83,403.73
1398,M,32,501530.23,411480.23
1399,F,17,666.61,73.61
1400,M,36,756.64,755.77
1401,M,61,6308.11,209.11
1402,F,50,11210306.12,11212177.53
1403,M,37,57634.28,6456.27
1404,M,31,81.98,81.98
1405,M,30,2278.04,2910.58
1406,F,51,107580.7,107580.7
1407,M,30,10.47,0
1408,M,25,5804.42,5804.42
1409,M,39,1301.04,2088.16
1410,M,25,0,0
1411,M,31,158.92,2135
1412,M,33,972.37,0.24
1413,M,23,6618.46,6340.79
1414,M,30,26,26
1415,M,27,23118.5,2834.3
1416,M,32,5165.49,223.4
1417,M,35,928.49,928.49
1418,M,57,94429.69,11813.78
1419,F,28,0.1,10
1420,M,27,1018.58,503.56
1421,M,30,46.03,600.2
1422,M,26,1415,207.24
1423,M,31,4444.94,2735.94
1424,F,35,449.53,105.03
1425,M,41,117465.14,116809.66
1426,M,28,1744.17,13114.79
1427,M,27,0.38,1632
1428,M,50,9190.99,3790.99
1429,F,27,4889.07,1644.77
1430,M,40,3.49,3.49
1431,M,42,11313.87,2481.28
1432,M,34,196.25,196.25
1433,M,35,8077.01,2287.39
1434,M,40,153899.91,154780.08
1435,M,31,11.55,8.55
1436,M,32,76664.15,76353.74
1437,M,32,40898.25,17259.51
1438,M,29,2632.66,1309.92
1439,M,26,0,0
1440,M,29,0,0
1441,M,27,27796.46,26967.76
1442,M,26,79.85,47.96
1443,F,38,4102.53,4102.53
1444,M,25,50.87,1475.41
1445,F,31,291.58,2355.58
1446,M,46,108857.32,705548.6
1447,M,29,6774.16,732.52
1448,M,18,0.04,0.64
1449,F,26,1103.35,816.35
1450,M,43,853.66,1411.66
1451,M,33,138.21,63.17
1452,M,32,309.81,9.81
1453,F,34,95222.57,93008.75
1454,M,24,3754,3754
1455,M,37,10000.26,4809.26
1456,M,24,672.7,1235.24
1457,M,26,27095.95,33297
1458,M,42,54503.13,52782.51
1459,M,48,1006370.9,1005843.47
1460,M,19,7137.61,6566.48
1461,M,31,302837.13,119927.52
1462,F,28,47621.95,33532.7
1463,F,21,439.77,161.25
1464,M,52,22442.72,22003.39
1465,M,38,166034.08,196193.31
1466,F,46,42.02,25.4
1467,F,29,78946,0
1468,M,49,4.9,4.9
1469,M,17,1016.3,453.53
1470,M,34,43.38,19.58
1471,M,36,3431.49,2914.81
1472,M,45,27048.47,27010.76
1473,M,46,3895606.82,4006783.8
1474,M,31,2257.12,6.13
1475,M,38,2735.6,2070.6
1476,M,29,342537.54,959126.73
1477,M,28,4.83,4.83
1478,M,38,606.16,83756.57
1479,F,45,3906.82,3909.18
1480,M,38,0,0
1481,M,33,12559.75,21008.1
1482,F,48,1258.41,1.01
1483,M,39,73589.09,101190.1
1484,M,26,2.95,23.23
1485,F,45,1316.13,11316.13
1486,M,32,2469.5,5081.7
1487,M,38,1142.89,2296.16
1488,F,28,211395.68,199403.01
1489,F,33,73779.67,165900.43
1490,M,42,2.08,0.08
1491,F,33,5.68,5.68
1492,F,33,8.14,208.14
1493,M,28,10,10
1494,M,18,0.38,0.38
1495,M,36,15711.66,13979.02
1496,M,45,6.93,6.93
1497,F,29,89.49,35.57
1498,M,64,823325.3,826524.01
1499,M,37,303.92,46.33
1500,F,24,30.55,64.39
1501,M,51,1,1
1502,M,26,917.62,917.62
1503,M,41,4818200.06,4826562.59
1504,M,33,43510.46,43202.46
1505,M,48,2110.61,1912.15
1506,M,34,4125.85,699.75
1507,M,36,91193.62,183502.17
1508,M,35,1815.33,161.32
1509,M,27,141.03,0.98
1510,M,36,4349.66,33.28
1511,F,23,349.2,32.18
1512,F,33,0,0
1513,M,37,16507.52,14846.67
1514,M,33,475.32,2397.47
1515,M,27,21636.71,16038.91
1516,M,28,94809.14,632.97
1517,M,25,0.78,0.78
1518,M,32,678.52,633.32
1519,M,37,97.13,97.13
1520,M,46,4302.1,5595.86
1521,F,36,13557.3,10492.7
1522,M,29,11624.61,10860.91
1523,M,21,9.98,9.98
1524,M,41,1480.67,19481.81
1525,M,35,7812.36,32.33
1526,F,24,31.94,737.22
1527,M,29,1.67,1.67
1528,M,43,227.14,5526.14
1529,M,49,120013.16,120013.16
1530,M,40,3384.31,7846.99
1531,M,53,654065.77,654133.64
1532,F,39,0.58,68.94
1533,F,49,425138.67,321966.67
1534,M,31,48932.83,51396.73
1535,M,54,3703.89,2476.89
1536,M,26,1249.14,1236
1537,M,33,27973.69,39814.19
1538,M,41,9101.03,12206.71
1539,M,33,10.11,22.05
1540,M,30,1150.57,475.77
1541,M,35,2088.31,1813.31
1542,M,24,1216.63,8357.7
1543,M,35,4503.02,4503.02
1544,M,23,4207.09,3469.07
1545,M,67,548047.5,519802.17
1546,F,37,24992.7,30005.95
1547,M,24,66.27,5.27
1548,M,40,653.28,653.28
1549,F,31,1.55,324.51
1550,M,29,0.87,23.87
1551,M,36,5640.78,3464.33
1552,M,23,70.53,170.53
1553,M,37,50.19,50.19
1554,M,35,117.43,117.43
1555,M,37,2648.62,11373.52
1556,M,35,52000.96,292.63
1557,M,33,1232.25,894.75
1558,F,41,1547500.83,1532419.68
1559,M,33,9.62,5006.56
1560,M,28,0.08,0.08
1561,M,37,10231.33,19996.33
1562,M,37,4560.05,9723.05
1563,F,33,3.65,1018.65
1564,M,34,39.65,98.93
1565,M,30,28683.71,11175.7
1566,M,55,0,200.04
1567,M,24,5677.8,5680.58
1568,M,28,2646.57,1194
1569,M,42,18381.43,17563.62
1570,F,33,13482.53,13482.53
1571,M,50,38.79,38.79
1572,M,41,247.43,8.43
1573,M,27,218.73,147.23
1574,M,28,1466.85,842.54
1575,M,28,1343.27,1343.27
1576,M,28,3258.63,974.83
1577,M,39,27113.56,24626.22
1578,M,55,1418.64,1835.95
1579,M,31,30171.86,24988.41
1580,M,41,30059.18,43086.49
1581,M,64,24344.5,65161.78
1582,M,33,803.68,381.55
1583,M,38,31.2,2648.2
1584,F,32,843.85,276.46
1585,M,31,4345.83,1698.72
1586,F,27,31503.76,31520.93
1587,F,33,78.91,78.91
1588,M,35,887.72,2270.47
1589,F,31,372.36,372.36
1590,F,27,400.3,2.91
1591,M,28,126.99,126.99
1592,M,35,50,0
1593,M,37,4341.39,2258.52
1594,M,30,1226.48,3800.5
1595,M,33,0.04,0.25
1596,M,36,4.09,5.93
1597,M,34,1803.8,1664.7
1598,M,34,11570.67,11576.97
1599,M,34,44823.01,50063.97
1600,M,27,14207.96,21420.7
1601,F,27,0.32,52.12
1602,M,24,726.36,726.36
1603,M,35,20017.14,22921.79
1604,M,26,37925.08,51345.13
1605,F,28,35973.05,35251.73
1606,M,47,4176.04,56.54
1607,M,38,6717.49,69.49
1608,M,37,7827.02,7296.1
1609,M,46,1303758.6,1103749.79
1610,F,33,100.95,1535.98
1611,M,33,4153.61,613.61
1612,M,28,53.67,53.67
1613,F,33,262.53,769.53
1614,M,27,0.22,0.22
1615,M,54,432603.25,432740.99
1616,M,34,25052.2,25052.2
1617,F,31,623.96,853.22
1618,M,29,5718.81,1200.25
1619,M,37,17554.57,7504.57
1620,M,33,41811.79,95811.79
1621,M,37,126.02,5026.1
1622,M,32,38738.66,35963.78
1623,M,50,259.56,149.56
1624,M,47,600650.4,601181.45
1625,F,40,879373.61,892198.95
1626,M,54,461.4,371.56
1627,M,36,366.93,203.56
1628,M,23,0.05,0.51
1629,M,25,2.79,0.34
1630,M,52,5283775.34,5313626.9
1631,M,33,67745,43880.11
1632,M,32,3225.57,2798.37
1633,M,29,675.59,5.54
1634,M,34,1000.97,1000.97
1635,F,43,50063.11,57100.19
1636,M,28,0,1458.87
1637,M,33,647.1,29.8
1638,M,26,13.61,13.61
1639,M,29,11472.54,22270.21
1640,F,37,699961.35,705663.34
1641,M,37,20.08,23.51
1642,M,54,2.89,2.9
1643,F,32,107.33,17.33
1644,M,29,18.11,491.51
1645,M,35,350.27,11045.69
1646,M,23,1547.5,674.99
1647,M,68,4094341.44,4187575.28
1648,F,42,492.84,1615.14
1649,M,25,0,0
1650,M,32,87.29,31.8
1651,M,39,136135.18,80830.18
1652,M,29,1712.57,1250.76
1653,M,18,10.99,10.99
1654,M,33,0,0
1655,M,31,9822.44,2409.79
1656,M,26,430080.45,200036.95
1657,M,33,183709.88,1288.99
1658,M,36,7988.98,7390.18
1659,M,45,219649.35,221802.98
1660,F,36,627.74,11303.2
1661,M,26,4104.03,4104.03
1662,F,24,44.47,179.47
1663,M,31,47.49,47.49
1664,M,24,4678.79,7826.43
1665,M,33,1187.1,1111.1
1666,M,34,6881.62,6583.72
1667,F,24,54772.61,54442.66
1668,M,33,7408.15,8590.75
1669,M,30,1125.35,243.35
1670,M,32,0.58,341.46
1671,M,26,20000,35000
1672,M,71,38.02,38.02
1673,M,29,518.54,191.1
1674,M,51,20108.98,20108.98
1675,M,34,2088.01,59.01
1676,M,26,279.64,216.54
1677,M,42,111594.55,121854.06
1678,M,35,69027.12,39241.54
1679,M,35,1506.94,1002.54
1680,F,33,657.91,439.91
1681,M,32,7155.15,12543.7
1682,M,37,171.35,6102.85
1683,M,40,148.81,148.81
1684,M,27,13.83,2271.06
1685,M,43,65.64,77.04
1686,M,72,90693.13,99977.33
1687,F,34,45583.87,45583.87
1688,M,31,46710.89,60821.02
1689,M,25,232.93,723.39
1690,M,45,17834.04,6558.54
1691,M,35,6257.22,11065.22
1692,M,47,1407.07,1107.07
1693,F,37,237.33,260.55
1694,M,37,46545.07,15525.07
1695,F,33,2302.39,2292.39
1696,M,53,7889.88,3116.14
1697,M,27,1903.75,1766.85
1698,M,35,10781.16,30112.12
1699,F,36,0.33,749.33
1700,F,50,161.37,161.37
1701,M,33,1,1
1702,F,32,25472.6,24768.1
1703,M,37,3813.81,3439.99
1704,M,34,33.65,42.46
1705,M,30,35.92,35.92
1706,F,27,469.72,29.49
1707,M,36,522372.08,522672.4
1708,F,51,97600.99,756471.35
1709,M,42,1853414.07,1927230.72
1710,M,33,26647.91,25414.58
1711,M,28,1127.45,5611.45
1712,M,28,3.01,3.01
1713,M,26,555.93,20.72
1714,M,35,3320.86,500.6
1715,M,38,8935.78,8725.78
1716,F,30,20.15,23.53
1717,M,32,151085.58,151756.86
1718,M,35,56.75,208.19
1719,M,29,423.04,103.98
1720,M,30,23.39,23.39
1721,M,32,46.1,14007.36
1722,F,47,21686.53,6686.53
1723,F,33,419.73,303.49
1724,F,30,166482.48,162735.15
1725,M,33,47389.87,28245.5
1726,M,27,340.93,2531.31
1727,M,21,\N,5228.44
1728,M,35,5673.19,973.19
1729,M,33,1238.59,765.65
1730,M,26,1638.44,1602.44
1731,F,33,7.67,7.67
1732,M,38,26.73,11.73
1733,M,38,47097.52,59276.61
1734,M,31,7.12,3.61
1735,M,28,5933.58,9760.73
1736,M,75,0,0
1737,M,33,1436.29,2908.28
1738,M,40,4490,4493.8
1739,M,27,370.44,328.51
1740,M,31,0.38,0.83
1741,M,19,0.52,0.52
1742,F,39,184.34,184.34
1743,M,31,19881.24,19015.24
1744,M,38,0,0
1745,M,30,12798.01,5802.26
1746,M,40,25833.72,4494.6
1747,M,24,4017.78,3017.78
1748,M,49,247959.43,80732.83
1749,F,31,1014.8,2302.05
1750,M,24,87.63,50.4
1751,M,28,57.92,18.62
1752,M,40,12717.35,12602.09
1753,M,35,2304.83,9591.73
1754,M,35,464.49,501.17
1755,M,41,9671.37,14308.11
1756,F,30,31826.11,30728.47
1757,M,52,487858.94,487876.54
1758,M,19,157.08,92.51
1759,M,30,40227.08,107615
1760,M,27,1478.93,199.93
1761,M,28,0.22,1000.22
1762,M,25,0.44,1.64
1763,F,18,393.75,82.99
1764,M,37,124.22,124.22
1765,M,24,\N,308.34
1766,F,28,437.41,2.61
1767,M,30,54154.13,54734.51
1768,M,28,633.83,1263.48
1769,M,26,15733.46,10947.76
1770,M,27,39388.01,43147.14
1771,F,42,9223.54,9469.39
1772,M,40,90002.56,101257.2
1773,M,41,254.11,10818.91
1774,M,35,1179519.8,1077519.8
1775,M,33,1385.07,85.73
1776,M,42,0,0
1777,M,28,408.46,237.6
1778,M,27,3.56,53.56
1779,M,33,1545.97,3647.82
1780,F,25,27.02,0.47
1781,F,33,110434.19,132908.55
1782,F,34,46.89,62.42
1783,M,34,1104.27,752.17
1784,M,37,1099.7,18.71
1785,M,29,213.53,213.53
1786,M,37,8190.83,4877.93
1787,M,23,7372.9,8789.13
1788,M,29,4801.38,4231.38
1789,F,38,0.16,578.62
1790,M,30,233.24,193.24
1791,M,58,4051.98,801.98
1792,M,39,188470.45,186756.45
1793,F,25,3210.06,0.62
1794,M,28,134.33,134.33
1795,M,33,219346.72,251553.7
1796,M,43,200.18,344.91
1797,M,24,125.87,125.87
1798,F,33,8037.76,8037.68
1799,F,37,121276.42,92050.85
1800,M,28,1354.73,480.73
1801,M,25,12.93,12.93
1802,F,31,2040.48,946.48
1803,M,32,249.38,139.99
1804,M,47,328076.4,277242.68
1805,M,46,-9999,-9999
1806,M,26,12918.99,12017.45
1807,F,30,131171.83,143622.78
1808,M,32,2.23,202.23
1809,M,65,707669.59,709677.86
1810,M,30,4.79,253.79
1811,M,29,141203.1,141130.34
1812,M,30,459.23,418.63
1813,M,42,959.15,5.81
1814,M,30,44.57,2839.14
1815,F,31,67501.05,66219.14
1816,M,37,498.27,75.36
1817,M,35,17.21,11958.21
1818,M,31,739.44,739.44
1819,M,45,7298.28,4452.12
1820,M,57,664.49,664.49
1821,F,49,652.42,7652.42
1822,F,33,245257.99,225214.29
1823,M,28,150.15,2562.43
1824,M,34,24724.61,2809.76
1825,M,38,394.02,394.02
1826,M,32,48128.89,47066.89
1827,M,33,2639.02,2204.16
